action,code,controller,endpoint,instance,job,le,method,namespace,pod,service,timeRange,value
SplitOrder,200,ShoppingOrder,http,10.2.125.64:8080,prod-ssl-shoppingservice-v5,1.024,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-dnl2z,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[3.0, 0.0, 0.0, 41.0, 277.0, 41.0, 1.0, 0.0, 0.0, 1.0, 0.0, 27.0, 14.0, 0.0, 43.0, 69.0, 116.0, 129.0, 61.0, 48.0, 142.0, 60.0, 69.0, 38.0, 24.0, 147.0, 557.0, 131.0, 42.0, 62.0]"
SplitOrder,200,ShoppingOrder,http,10.2.125.64:8080,prod-ssl-shoppingservice-v5,16.384,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-dnl2z,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[3.0, 0.0, 0.0, 41.0, 277.0, 41.0, 1.0, 0.0, 0.0, 1.0, 0.0, 27.0, 14.0, 0.0, 43.0, 69.0, 116.0, 129.0, 61.0, 48.0, 142.0, 60.0, 69.0, 38.0, 24.0, 147.0, 557.0, 131.0, 42.0, 62.0]"
SplitOrder,200,ShoppingOrder,http,10.2.125.64:8080,prod-ssl-shoppingservice-v5,2.048,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-dnl2z,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[3.0, 0.0, 0.0, 41.0, 277.0, 41.0, 1.0, 0.0, 0.0, 1.0, 0.0, 27.0, 14.0, 0.0, 43.0, 69.0, 116.0, 129.0, 61.0, 48.0, 142.0, 60.0, 69.0, 38.0, 24.0, 147.0, 557.0, 131.0, 42.0, 62.0]"
SplitOrder,200,ShoppingOrder,http,10.2.125.64:8080,prod-ssl-shoppingservice-v5,32.768,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-dnl2z,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[3.0, 0.0, 0.0, 41.0, 277.0, 41.0, 1.0, 0.0, 0.0, 1.0, 0.0, 27.0, 14.0, 0.0, 43.0, 69.0, 116.0, 129.0, 61.0, 48.0, 142.0, 60.0, 69.0, 38.0, 24.0, 147.0, 557.0, 131.0, 42.0, 62.0]"
SplitOrder,200,ShoppingOrder,http,10.2.125.64:8080,prod-ssl-shoppingservice-v5,4.096,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-dnl2z,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[3.0, 0.0, 0.0, 41.0, 277.0, 41.0, 1.0, 0.0, 0.0, 1.0, 0.0, 27.0, 14.0, 0.0, 43.0, 69.0, 116.0, 129.0, 61.0, 48.0, 142.0, 60.0, 69.0, 38.0, 24.0, 147.0, 557.0, 131.0, 42.0, 62.0]"
SplitOrder,200,ShoppingOrder,http,10.2.125.64:8080,prod-ssl-shoppingservice-v5,8.192,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-dnl2z,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[3.0, 0.0, 0.0, 41.0, 277.0, 41.0, 1.0, 0.0, 0.0, 1.0, 0.0, 27.0, 14.0, 0.0, 43.0, 69.0, 116.0, 129.0, 61.0, 48.0, 142.0, 60.0, 69.0, 38.0, 24.0, 147.0, 557.0, 131.0, 42.0, 62.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,+Inf,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[114.0, 162.0, 191.0, 217.0, 367.0, 114.0, 50.0, 69.0, 56.0, 34.0, 72.0, 85.0, 43.0, 36.0, 70.0, 66.0, 155.0, 195.0, 111.0, 55.0, 302.0, 320.0, 193.0, 69.0, 9.0, 34.0, 244.0, 78.0, 2.0, 2.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,0.001,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,0.002,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,0.004,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,0.008,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,0.016,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[1.0, 4.0, 20.0, 23.0, 36.0, 13.0, 5.0, 3.0, 3.0, 1.0, 10.0, 3.0, 0.0, 4.0, 5.0, 3.0, 17.0, 17.0, 6.0, 5.0, 35.0, 33.0, 22.0, 3.0, 1.0, 0.0, 9.0, 2.0, 0.0, 1.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,0.032,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[46.0, 56.0, 117.0, 140.0, 307.0, 84.0, 33.0, 37.0, 15.0, 14.0, 34.0, 27.0, 17.0, 19.0, 44.0, 38.0, 98.0, 140.0, 76.0, 39.0, 232.0, 260.0, 133.0, 34.0, 4.0, 14.0, 213.0, 48.0, 2.0, 1.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,0.064,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[80.0, 93.0, 159.0, 175.0, 331.0, 92.0, 42.0, 50.0, 28.0, 27.0, 47.0, 46.0, 25.0, 29.0, 56.0, 49.0, 124.0, 167.0, 88.0, 42.0, 271.0, 281.0, 162.0, 53.0, 7.0, 25.0, 225.0, 67.0, 2.0, 1.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,0.128,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[101.0, 152.0, 185.0, 200.0, 349.0, 106.0, 47.0, 65.0, 52.0, 33.0, 66.0, 79.0, 42.0, 36.0, 66.0, 66.0, 147.0, 189.0, 107.0, 51.0, 298.0, 311.0, 191.0, 65.0, 8.0, 33.0, 238.0, 77.0, 2.0, 2.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,0.256,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[111.0, 162.0, 189.0, 210.0, 363.0, 113.0, 50.0, 68.0, 56.0, 34.0, 71.0, 85.0, 43.0, 36.0, 70.0, 66.0, 155.0, 193.0, 111.0, 54.0, 302.0, 318.0, 193.0, 69.0, 9.0, 34.0, 242.0, 78.0, 2.0, 2.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,0.512,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[114.0, 162.0, 191.0, 215.0, 367.0, 114.0, 50.0, 69.0, 56.0, 34.0, 72.0, 85.0, 43.0, 36.0, 70.0, 66.0, 155.0, 193.0, 111.0, 54.0, 302.0, 319.0, 193.0, 69.0, 9.0, 34.0, 243.0, 78.0, 2.0, 2.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,1.024,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[114.0, 162.0, 191.0, 217.0, 367.0, 114.0, 50.0, 69.0, 56.0, 34.0, 72.0, 85.0, 43.0, 36.0, 70.0, 66.0, 155.0, 194.0, 111.0, 55.0, 302.0, 320.0, 193.0, 69.0, 9.0, 34.0, 244.0, 78.0, 2.0, 2.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,16.384,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[114.0, 162.0, 191.0, 217.0, 367.0, 114.0, 50.0, 69.0, 56.0, 34.0, 72.0, 85.0, 43.0, 36.0, 70.0, 66.0, 155.0, 195.0, 111.0, 55.0, 302.0, 320.0, 193.0, 69.0, 9.0, 34.0, 244.0, 78.0, 2.0, 2.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,2.048,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[114.0, 162.0, 191.0, 217.0, 367.0, 114.0, 50.0, 69.0, 56.0, 34.0, 72.0, 85.0, 43.0, 36.0, 70.0, 66.0, 155.0, 195.0, 111.0, 55.0, 302.0, 320.0, 193.0, 69.0, 9.0, 34.0, 244.0, 78.0, 2.0, 2.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,32.768,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[114.0, 162.0, 191.0, 217.0, 367.0, 114.0, 50.0, 69.0, 56.0, 34.0, 72.0, 85.0, 43.0, 36.0, 70.0, 66.0, 155.0, 195.0, 111.0, 55.0, 302.0, 320.0, 193.0, 69.0, 9.0, 34.0, 244.0, 78.0, 2.0, 2.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,4.096,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[114.0, 162.0, 191.0, 217.0, 367.0, 114.0, 50.0, 69.0, 56.0, 34.0, 72.0, 85.0, 43.0, 36.0, 70.0, 66.0, 155.0, 195.0, 111.0, 55.0, 302.0, 320.0, 193.0, 69.0, 9.0, 34.0, 244.0, 78.0, 2.0, 2.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.165:8080,prod-ssl-shoppingservice-v5,8.192,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-8g42s,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[114.0, 162.0, 191.0, 217.0, 367.0, 114.0, 50.0, 69.0, 56.0, 34.0, 72.0, 85.0, 43.0, 36.0, 70.0, 66.0, 155.0, 195.0, 111.0, 55.0, 302.0, 320.0, 193.0, 69.0, 9.0, 34.0, 244.0, 78.0, 2.0, 2.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,+Inf,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[14.0, 23.0, 22.0, 28.0, 388.0, 141.0, 90.0, 38.0, 100.0, 104.0, 54.0, 44.0, 55.0, 42.0, 107.0, 79.0, 52.0, 43.0, 0.0, 60.0, 258.0, 475.0, 258.0, 146.0, 88.0, 25.0, 232.0, 61.0, 74.0, 103.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,0.001,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,0.002,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 0.0, 1.0, 2.0, 0.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,0.004,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0, 1.0, 2.0, 1.0, 0.0, 1.0, 2.0, 0.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,0.008,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0, 1.0, 2.0, 1.0, 0.0, 1.0, 2.0, 0.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,0.016,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 1.0, 0.0, 0.0, 36.0, 6.0, 3.0, 2.0, 2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 3.0, 0.0, 3.0, 6.0, 19.0, 17.0, 3.0, 2.0, 1.0, 10.0, 3.0, 4.0, 5.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,0.032,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[4.0, 9.0, 8.0, 14.0, 339.0, 75.0, 53.0, 22.0, 34.0, 46.0, 28.0, 25.0, 15.0, 24.0, 63.0, 38.0, 35.0, 30.0, 0.0, 47.0, 187.0, 376.0, 164.0, 79.0, 51.0, 9.0, 211.0, 27.0, 32.0, 37.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,0.064,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[7.0, 10.0, 16.0, 17.0, 353.0, 89.0, 63.0, 26.0, 49.0, 64.0, 34.0, 30.0, 21.0, 29.0, 68.0, 45.0, 39.0, 33.0, 0.0, 53.0, 208.0, 408.0, 192.0, 94.0, 57.0, 12.0, 218.0, 39.0, 40.0, 50.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,0.128,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[13.0, 19.0, 21.0, 25.0, 375.0, 129.0, 87.0, 34.0, 87.0, 93.0, 48.0, 41.0, 52.0, 36.0, 100.0, 70.0, 51.0, 38.0, 0.0, 60.0, 246.0, 458.0, 247.0, 135.0, 78.0, 20.0, 230.0, 57.0, 66.0, 90.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,0.256,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[14.0, 23.0, 22.0, 27.0, 385.0, 139.0, 89.0, 37.0, 99.0, 103.0, 51.0, 44.0, 54.0, 42.0, 105.0, 78.0, 52.0, 41.0, 0.0, 60.0, 255.0, 471.0, 254.0, 145.0, 85.0, 24.0, 231.0, 59.0, 74.0, 103.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,0.512,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[14.0, 23.0, 22.0, 28.0, 388.0, 141.0, 90.0, 38.0, 100.0, 104.0, 54.0, 44.0, 55.0, 42.0, 106.0, 79.0, 52.0, 43.0, 0.0, 60.0, 258.0, 474.0, 258.0, 146.0, 86.0, 25.0, 232.0, 61.0, 74.0, 103.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,1.024,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[14.0, 23.0, 22.0, 28.0, 388.0, 141.0, 90.0, 38.0, 100.0, 104.0, 54.0, 44.0, 55.0, 42.0, 107.0, 79.0, 52.0, 43.0, 0.0, 60.0, 258.0, 474.0, 258.0, 146.0, 88.0, 25.0, 232.0, 61.0, 74.0, 103.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,16.384,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[14.0, 23.0, 22.0, 28.0, 388.0, 141.0, 90.0, 38.0, 100.0, 104.0, 54.0, 44.0, 55.0, 42.0, 107.0, 79.0, 52.0, 43.0, 0.0, 60.0, 258.0, 475.0, 258.0, 146.0, 88.0, 25.0, 232.0, 61.0, 74.0, 103.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,2.048,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[14.0, 23.0, 22.0, 28.0, 388.0, 141.0, 90.0, 38.0, 100.0, 104.0, 54.0, 44.0, 55.0, 42.0, 107.0, 79.0, 52.0, 43.0, 0.0, 60.0, 258.0, 475.0, 258.0, 146.0, 88.0, 25.0, 232.0, 61.0, 74.0, 103.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,32.768,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[14.0, 23.0, 22.0, 28.0, 388.0, 141.0, 90.0, 38.0, 100.0, 104.0, 54.0, 44.0, 55.0, 42.0, 107.0, 79.0, 52.0, 43.0, 0.0, 60.0, 258.0, 475.0, 258.0, 146.0, 88.0, 25.0, 232.0, 61.0, 74.0, 103.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,4.096,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[14.0, 23.0, 22.0, 28.0, 388.0, 141.0, 90.0, 38.0, 100.0, 104.0, 54.0, 44.0, 55.0, 42.0, 107.0, 79.0, 52.0, 43.0, 0.0, 60.0, 258.0, 475.0, 258.0, 146.0, 88.0, 25.0, 232.0, 61.0, 74.0, 103.0]"
SplitOrder,200,ShoppingOrder,http,10.2.132.166:8080,prod-ssl-shoppingservice-v5,8.192,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-74g62,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[14.0, 23.0, 22.0, 28.0, 388.0, 141.0, 90.0, 38.0, 100.0, 104.0, 54.0, 44.0, 55.0, 42.0, 107.0, 79.0, 52.0, 43.0, 0.0, 60.0, 258.0, 475.0, 258.0, 146.0, 88.0, 25.0, 232.0, 61.0, 74.0, 103.0]"
SplitOrder,200,ShoppingOrder,http,10.2.138.196:8080,prod-ssl-shoppingservice-v5,+Inf,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-c77nq,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[4.0, 31.0, 55.0, 84.0, 176.0, 61.0, 42.0, 15.0, 9.0, 1.0, 18.0, 22.0, 1.0, 0.0, 1.0, 2.0, 45.0, 88.0, 246.0, 263.0, 293.0, 183.0, 75.0, 38.0, 0.0, 66.0, 261.0, 179.0, 45.0, 48.0]"
SplitOrder,200,ShoppingOrder,http,10.2.138.196:8080,prod-ssl-shoppingservice-v5,0.001,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-c77nq,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
SplitOrder,200,ShoppingOrder,http,10.2.138.196:8080,prod-ssl-shoppingservice-v5,0.002,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-c77nq,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
SplitOrder,200,ShoppingOrder,http,10.2.138.196:8080,prod-ssl-shoppingservice-v5,0.004,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-c77nq,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
SplitOrder,200,ShoppingOrder,http,10.2.138.196:8080,prod-ssl-shoppingservice-v5,0.008,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-c77nq,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
SplitOrder,200,ShoppingOrder,http,10.2.138.196:8080,prod-ssl-shoppingservice-v5,0.016,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-c77nq,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 3.0, 6.0, 12.0, 56.0, 10.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 13.0, 21.0, 13.0, 3.0, 2.0, 0.0, 1.0, 10.0, 1.0, 1.0, 2.0]"
SplitOrder,200,ShoppingOrder,http,10.2.138.196:8080,prod-ssl-shoppingservice-v5,0.032,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-c77nq,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[0.0, 13.0, 35.0, 48.0, 153.0, 43.0, 27.0, 5.0, 3.0, 1.0, 6.0, 9.0, 0.0, 0.0, 1.0, 1.0, 30.0, 54.0, 153.0, 180.0, 244.0, 148.0, 51.0, 25.0, 0.0, 30.0, 218.0, 132.0, 22.0, 18.0]"
SplitOrder,200,ShoppingOrder,http,10.2.138.196:8080,prod-ssl-shoppingservice-v5,0.064,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-c77nq,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[2.0, 25.0, 45.0, 67.0, 166.0, 52.0, 32.0, 6.0, 5.0, 1.0, 8.0, 13.0, 0.0, 0.0, 1.0, 1.0, 34.0, 63.0, 187.0, 210.0, 271.0, 163.0, 57.0, 27.0, 0.0, 42.0, 234.0, 162.0, 28.0, 27.0]"
SplitOrder,200,ShoppingOrder,http,10.2.138.196:8080,prod-ssl-shoppingservice-v5,0.128,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-c77nq,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[4.0, 31.0, 54.0, 80.0, 174.0, 56.0, 41.0, 13.0, 8.0, 1.0, 14.0, 19.0, 0.0, 0.0, 1.0, 2.0, 43.0, 80.0, 228.0, 254.0, 290.0, 175.0, 71.0, 37.0, 0.0, 59.0, 258.0, 178.0, 39.0, 45.0]"
SplitOrder,200,ShoppingOrder,http,10.2.138.196:8080,prod-ssl-shoppingservice-v5,0.256,POST,ec-business-ssl,prod-ssl-shoppingservice-v5-777bfcb84f-c77nq,prod-ssl-shoppingservice-v5,1618884007.09-1618887607.09,"[4.0, 31.0, 55.0, 83.0, 175.0, 60.0, 41.0, 15.0, 9.0, 1.0, 17.0, 21.0, 1.0, 0.0, 1.0, 2.0, 45.0, 86.0, 243.0, 263.0, 293.0, 182.0, 75.0, 38.0, 0.0, 65.0, 260.0, 179.0, 44.0, 48.0]"
